1410480009.644895,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410480009.644895,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1410480009.644895,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1410480009.644895,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1410480009.644895,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,False,
1410480009.644895,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1410480009.644895,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1410480009.644895,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1410566408.422338,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1410566408.422338,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1410566408.422338,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410566408.422338,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410566408.422338,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410566408.422338,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1410566408.422338,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1410566408.422338,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410566408.422338,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,True,
1410566408.422338,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,True,
1410566408.422338,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1410566408.422338,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1410566408.422338,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1410566408.422338,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,False,
1410566408.422338,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1410566408.422338,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1410652815.851676,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1410652815.851676,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410652815.851676,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1410652815.851676,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410652815.851676,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410652815.851676,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1410652815.851676,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1410652815.851676,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410652815.851676,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,True,
1410652815.851676,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,True,
1410652815.851676,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1410652815.851676,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1410652815.851676,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1410652815.851676,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,False,
1410652815.851676,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1410652815.851676,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1410739210.543461,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1410739210.543461,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1410739210.543461,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410739210.543461,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410739210.543461,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410739210.543461,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1410739210.543461,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1410739210.543461,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,True,
1410739210.543461,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,True,
1410739210.543461,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410739210.543461,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1410739210.543461,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1410739210.543461,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1410739210.543461,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,False,
1410739210.543461,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1410739210.543461,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1410825611.099504,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1410825611.099504,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410825611.099504,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1410825611.099504,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410825611.099504,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410825611.099504,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1410825611.099504,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1410825611.099504,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410825611.099504,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,True,
1410825611.099504,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1410825611.099504,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1410825611.099504,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1410825611.099504,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,False,
1410825611.099504,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,False,
1410825611.099504,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1410825611.099504,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1410912013.467195,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1410912013.467195,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1410912013.467195,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410912013.467195,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410912013.467195,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410912013.467195,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1410912013.467195,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1410912013.467195,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1410912013.467195,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410912013.467195,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1410912013.467195,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1410912013.467195,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1410912013.467195,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,False,
1410912013.467195,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1410912013.467195,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1410912013.467195,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1410998410.017138,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1410998410.017138,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1410998410.017138,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410998410.017138,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410998410.017138,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1410998410.017138,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1410998410.017138,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1410998410.017138,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1410998410.017138,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1410998410.017138,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1410998410.017138,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1410998410.017138,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1410998410.017138,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,False,
1410998410.017138,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1410998410.017138,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1410998410.017138,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1411084830.008415,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1411084830.008415,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1411084830.008415,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411084830.008415,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411084830.008415,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411084830.008415,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1411084830.008415,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1411084830.008415,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1411084830.008415,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411084830.008415,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1411084830.008415,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1411084830.008415,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1411084830.008415,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,False,
1411084830.008415,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1411084830.008415,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1411084830.008415,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1411171211.021662,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1411171211.021662,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1411171211.021662,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411171211.021662,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411171211.021662,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411171211.021662,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1411171211.021662,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1411171211.021662,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1411171211.021662,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411171211.021662,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1411171211.021662,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1411171211.021662,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1411171211.021662,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,False,
1411171211.021662,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1411171211.021662,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1411171211.021662,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1411257611.590878,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1411257611.590878,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1411257611.590878,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411257611.590878,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411257611.590878,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411257611.590878,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1411257611.590878,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1411257611.590878,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1411257611.590878,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,True,
1411257611.590878,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411257611.590878,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1411257611.590878,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1411257611.590878,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1411257611.590878,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1411257611.590878,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1411257611.590878,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1411344011.239137,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1411344011.239137,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1411344011.239137,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411344011.239137,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411344011.239137,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1411344011.239137,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411344011.239137,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1411344011.239137,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1411344011.239137,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1411344011.239137,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411344011.239137,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,True,
1411344011.239137,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1411344011.239137,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1411344011.239137,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1411344011.239137,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1411344011.239137,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1411430409.620422,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1411430409.620422,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1411430409.620422,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411430409.620422,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411430409.620422,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411430409.620422,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1411430409.620422,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1411430409.620422,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1411430409.620422,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411430409.620422,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,True,
1411430409.620422,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1411430409.620422,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1411430409.620422,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1411430409.620422,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1411430409.620422,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1411430409.620422,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1411516811.593891,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1411516811.593891,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1411516811.593891,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411516811.593891,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411516811.593891,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411516811.593891,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,True,
1411516811.593891,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1411516811.593891,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1411516811.593891,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411516811.593891,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,True,
1411516811.593891,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1411516811.593891,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1411516811.593891,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1411516811.593891,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
1411516811.593891,NL,bridge_reachability,fte,tbb,f17cbc91439c53e2a2b6a3ddf05c88da7117cad7,False,
1411516811.593891,NL,bridge_reachability,scramblesuit,tbb,f2a827673111fec4957fbf1d2d3b32e5073bb61b,False,
1411603213.006988,NL,bridge_reachability,obfs3,tbb,a72d5db45d9de4b244d3f6c4ad22a66f40bf5b87,True,
1411603213.006988,NL,bridge_reachability,obfs3,tbb,73d8ff840444f84ec50dd755fbad44cf1f0de28b,True,
1411603213.006988,NL,bridge_reachability,obfs3,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411603213.006988,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411603213.006988,NL,bridge_reachability,obfs3,tbb,6ce1370edfe977e7a3124b7c1e543b533a1c6e9c,True,
1411603213.006988,NL,bridge_reachability,fte,tbb,4ecb053e4ae75836a488dbdf8e1368f73cb418fe,True,
1411603213.006988,NL,bridge_reachability,scramblesuit,tbb,a93d775ebbdf9b1b6f2d018733b6e525e43d0797,True,
1411603213.006988,NL,bridge_reachability,fte,tbb,626ec5e8b39dbc1d1b853529cdc80d21bf4c20e1,True,
1411603213.006988,NL,bridge_reachability,scramblesuit,tbb,3e0908f131ac417c48ddd835d78fb6887f4cd126,True,
1411603213.006988,NL,bridge_reachability,obfs3,tbb,faeabf422ecb91c1d96492b06de2539edd6bfb0e,False,
1411603213.006988,NL,bridge_reachability,obfs3,tbb,231e2de81dc4314f2035d2c0d0d043a425ff8999,False,
1411603213.006988,NL,bridge_reachability,fte,tbb,516a850ea57678e48fffa157449aea0542b5cd73,False,
1411603213.006988,NL,bridge_reachability,fte,tbb,b88eaadb5c64dae03808c5376c4c3f4f5cb48be8,False,
1411603213.006988,NL,bridge_reachability,fte,tbb,72cfb32c9f5dfc66e971150657617fe159256d96,False,
